isin	wkn	ticker	valor	name	inception_date	age_in_days	age_in_years	strategy	domicile_country	currency	hedged	securities_lending	dividends	ter	replication	size	is_sustainable	number_of_holdings	yesterday	last_week	last_month	last_three_months	last_six_months	last_year	last_three_years	last_five_years	2023	2022	2021	2020	last_dividends	last_year_dividends	last_year_volatility	last_three_years_volatility	last_five_years_volatility	last_year_return_per_risk	last_three_years_return_per_risk	last_five_years_return_per_risk	max_drawdown	last_year_max_drawdown	last_three_years_max_drawdown	last_five_years_max_drawdown
IE00BF4RFH31	A2DWBY	IUSN	37986235	iShares MSCI World Small Cap UCITS ETF	2018-03-27	2381	6.523287671232877	Long-only	Ireland	USD	False	True	Accumulating	0.35	Optimized sampling	3879	False	3313	8.85	-0.29	0.44	5.19	1.77	17.38	9.71	50.44	12.23	-13.63	25.34	6.11			15.12	17.23	20.39	1.15	0.18	0.42	-40.55	-9.3	-19.97	-40.55
LU1681049018	A2H575	10AP	38784706	Amundi ETF S&P 500 UCITS ETF USD	2010-07-02	5206	14.263013698630138	Long-only	Luxembourg	USD	False	False	Accumulating	0.15	Swap based Unfunded	3877	False		20.66	0.26	1.41	1.59	6.86	29.14	43.24	106.12	21.68	-13.18	39.31	8.38			13.43	20.83	23.01	2.16	0.61	0.68	-33.7	-9.09	-17.23	-33.7
IE000Y77LGG9	ETF143	XAMB	131057550	Amundi MSCI World SRI Climate Net Zero Ambition PAB UCITS ETF UCITS ETF Acc	2024-01-17	259	0.7095890410958904	Long-only	Ireland	EUR	False	False	Accumulating	0.18	Full replication	3756	True	324		0.21	1.12	2.44	3.28																-8.92			
IE00BYML9W36	A1405W	D500	29885363	Invesco S&P 500 UCITS ETF Dist	2015-10-26	3264	8.942465753424658	Long-only	Ireland	USD	False	False	Distributing	0.05	Swap based Unfunded	3724	False		19.39	-0.54	0.27	0.47	5.68	27.8	42.05	104.37	21.75	-13.07	39.39	8.31	1.02	1.29	13.05	18.18	21.63	2.12	0.68	0.71	-33.66	-9.08	-17.19	-33.66
IE00B53QG562	A0YEDX	SXR7	10737587	iShares Core MSCI EMU UCITS ETF EUR (Acc)	2010-01-12	5377	14.73150684931507	Long-only	Ireland	EUR	False	True	Accumulating	0.12	Full replication	3700	False	225	11.16	0.51	0.2	1.58	0.59	19.82	23.79	51.06	19.29	-12.35	23.17	-0.76			11.71	16.52	19.29	1.69	0.45	0.45	-38.08	-9.43	-24.46	-38.08
IE00BHZPJ569	A2PCB4	EDMW	46193963	iShares MSCI World ESG Enhanced UCITS ETF USD (Acc)	2019-04-16	1996	5.468493150684932	Long-only	Ireland	USD	False	False	Accumulating	0.2	Optimized sampling	3662	True	1253	17.02	0.0	1.09	2.59	5.85	25.3	29.39	78.92	18.5	-15.13	32.65	7.46			11.62	15.6	18.34	2.17	0.57	0.67	-33.46	-8.8	-18.51	-33.46
IE00B4L60045	A0RPWQ	EUNT	10608698	iShares EUR Corporate Bond 1-5yr UCITS ETF EUR (Dist)	2009-09-25	5486	15.03013698630137	Long-only	Ireland	EUR	False	True	Distributing	0.2	Sampling	3660	False	2266	3.95	0.31	1.23	3.0	3.35	7.78	0.79	1.8	6.19	-8.4	-0.22	0.98	2.52	2.65	1.95	2.88	2.56	3.97	0.09	0.14	-10.38	-0.78	-10.02	-10.38
IE00BP3QZ601	A12ATE	IS3Q	25546002	iShares Edge MSCI World Quality Factor UCITS ETF (Acc)	2014-10-03	3652	10.005479452054795	Long-only	Ireland	USD	False	True	Accumulating	0.3	Optimized sampling	3641	False	298	18.63	0.33	0.0	1.08	5.04	27.94	37.33	87.03	21.34	-14.18	33.46	5.21			11.82	15.88	18.33	2.36	0.7	0.73	-32.56	-8.29	-18.61	-32.56
IE00BYXYYM63	A2DN9W	IS03	36329219	iShares US Aggregate Bond UCITS ETF (Acc)	2017-04-13	2729	7.476712328767123	Long-only	Ireland	USD	False	True	Accumulating	0.25	Sampling	3593	False	8797	3.75	0.0	1.22	2.47	2.26	6.41	-0.6	-1.58	1.91	-7.83	6.24	-1.84			8.26	10.31	9.19	0.77	-0.02	-0.03	-15.47	-3.46	-12.76	-14.71
IE00BP3QZB59	A12ATG	IS3S	25546005	iShares Edge MSCI World Value Factor UCITS ETF	2014-10-03	3652	10.005479452054795	Long-only	Ireland	USD	False	True	Accumulating	0.3	Optimized sampling	3569	False	399	9.15	0.22	0.32	1.72	-0.25	13.2	28.54	46.63	15.26	-4.34	30.09	-12.53			11.98	13.24	16.7	1.1	0.66	0.48	-35.27	-10.33	-14.17	-35.27
IE00B1FZSB30	A0LGP9	2B7M	2803931	iShares Core UK Gilts UCITS ETF	2006-12-01	6515	17.84931506849315	Long-only	Ireland	GBP	False	True	Distributing	0.07	Sampling	3567	False	66	4.67	-0.08	1.62	5.55	4.67	12.53	-16.63	-16.88	5.91	-27.94	1.48	2.39	2.81	3.07	8.01	12.62	12.13	1.56	-0.47	-0.3	-36.4	-4.31	-36.11	-36.4
IE00BH4GPZ28	A2PSPE	SPPY	50336261	SPDR S&P 500 ESG Leaders UCITS ETF (Acc)	2019-12-02	1766	4.838356164383562	Long-only	Ireland	USD	False	False	Accumulating	0.03	Full replication	3565	True	212	20.63	0.33	1.32	1.07	6.98	29.01	48.19		25.99	-13.45	39.31	9.31			13.58	18.55		2.13	0.75		-33.35	-9.47	-17.43	
IE00BZ043R46	A2DWBL	QDVJ	37977783	iShares Core Global Aggregate Bond UCITS ETF USD Hedged (Acc)	2017-11-21	2507	6.868493150684931	Long-only	Ireland	USD	True	True	Accumulating	0.1	Sampling	3504	False	15444	3.92	0.2	1.0	1.41	1.61	5.66	2.65	-0.59	2.97	-5.99	6.37	-3.88			6.76	9.0	8.25	0.83	0.1	-0.01	-12.24	-2.55	-12.24	-12.24
IE00B6YX5D40	A1JKS0	SPYD	13976063	SPDR S&P US Dividend Aristocrats UCITS ETF	2011-10-14	4737	12.978082191780821	Long-only	Ireland	USD	False	True	Distributing	0.35	Full replication	3458	False	133	14.81	1.43	1.82	9.55	6.22	20.34	33.2	54.87	-1.53	5.14	35.15	-7.26	1.52	1.79	11.58	15.81	21.54	1.75	0.63	0.42	-36.32	-4.48	-17.8	-36.32
LU0478205379	DBX0EY	D5BG	10941571	Xtrackers II EUR Corporate Bond UCITS ETF 1C	2010-02-23	5335	14.616438356164384	Long-only	Luxembourg	EUR	False	True	Accumulating	0.12	Optimized sampling	3451	False	3679	4.18	0.46	1.64	3.86	3.49	9.89	-3.74	-2.23	8.03	-13.78	-1.1	2.47			3.26	4.74	4.3	3.03	-0.27	-0.1	-17.48	-1.51	-16.65	-17.48
FR0007052782	626678	LYY	1168105	Amundi CAC 40 UCITS ETF Dist	2000-12-13	8694	23.81917808219178	Long-only	France	EUR	False	True	Distributing	0.25	Full replication	3441	False	43	3.22	-0.25	-0.62	0.28	-5.5	9.27	26.53	53.84	19.89	-6.91	31.6	-5.11	2.74	2.92	12.78	18.29	20.89	0.72	0.45	0.43	-58.54	-12.5	-21.02	-38.52
IE000JHYO4T6	A3DE9T	AW1Q	116791977	UBS ETF (IE) MSCI Japan Climate Paris Aligned UCITS ETF (hedged to EUR) A-acc	2022-05-06	880	2.410958904109589	Long-only	Ireland	EUR	True	False	Accumulating	0.15	Full replication	3413	True	70	9.73	-0.06	-2.94	-2.72	-3.61	16.25			27.14						21.26			0.76			-19.9	-19.9		
IE00BYXYYJ35	A2DN9X	IS01	36330329	iShares USD Corporate Bond UCITS ETF (Acc)	2017-04-13	2729	7.476712328767123	Long-only	Ireland	USD	False	True	Accumulating	0.2	Sampling	3396	False	2802	4.78	0.0	2.05	3.79	3.01	10.26	-1.79	2.24	5.44	-12.98	6.54	1.9			9.56	11.66	11.02	1.07	-0.05	0.04	-16.64	-3.73	-16.64	-16.64
IE00B4L5YC18	A0RPWJ	EUNM	10608402	iShares MSCI EM UCITS ETF (Acc)	2009-09-25	5486	15.03013698630137	Long-only	Ireland	USD	False	True	Accumulating	0.18	Full replication	3293	False	1336	15.44	2.99	5.72	4.29	10.3	19.14	5.36	28.38	5.87	-14.31	4.53	8.05			13.34	14.76	16.92	1.43	0.12	0.3	-35.2	-10.39	-23.17	-31.9
IE00BGV5VN51	A2N6LC	XAIX	45580105	Xtrackers Artificial Intelligence & Big Data UCITS ETF 1C	2019-01-29	2073	5.67945205479452	Long-only	Ireland	USD	False	True	Accumulating	0.35	Full replication	3272	True	87	19.31	-0.17	2.14	-3.42	2.85	35.38	47.68	143.96	61.68	-30.71	34.38	25.93			17.55	21.27	22.46	2.01	0.65	0.87	-33.5	-15.22	-33.32	-33.5
IE00B441G979	A1C5E7	IBCH	11834432	iShares MSCI World EUR Hedged UCITS ETF (Acc)	2010-09-30	5116	14.016438356164384	Long-only	Ireland	EUR	True	True	Accumulating	0.55	Optimized sampling	3237	False	1429	16.63	-0.29	0.56	3.08	6.25	27.45	23.56	70.16	20.62	-18.12	22.88	11.45			10.62	14.53	17.46	2.58	0.5	0.64	-33.36	-8.84	-23.95	-33.36
LU1781541252	LYX0YC	LCUJ	40916345	Amundi MSCI Japan UCITS ETF Acc	2018-02-28	2408	6.597260273972603	Long-only	Luxembourg	JPY	False	True	Accumulating	0.12	Full replication	3233	False	202	12.46	1.33	-0.6	2.2	0.36	16.13	15.01	37.56	15.56	-11.93	10.03	5.15			22.48	18.57	18.39	0.72	0.26	0.36	-26.8	-17.32	-19.53	-26.8
IE00BFNM3P36	A2N6TH	AYEM	43669847	iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc)	2018-10-19	2175	5.958904109589041	Long-only	Ireland	USD	False	False	Accumulating	0.18	Full replication	3170	True	2513	15.43	3.08	5.65	4.09	10.42	19.55	6.18	33.05	7.41	-14.64	5.81	9.23			13.24	14.55	16.69	1.47	0.14	0.35	-31.79	-10.54	-23.62	-31.79
IE00BK1PV551	A1XEY2	XDWL	25004349	Xtrackers MSCI World UCITS ETF 1D	2015-02-23	3509	9.613698630136986	Long-only	Ireland	USD	False	True	Distributing	0.12	Optimized sampling	3144	False	1454	17.64	0.27	1.05	2.06	5.48	25.74	34.47	82.71	19.7	-13.01	32.03	6.23	1.74	2.15	11.42	16.06	18.61	2.25	0.65	0.69	-33.83	-8.75	-16.93	-33.83
LU1681046261	A2H57U	CB3G	38785146	Amundi Euro Government tilted Green Bond UCITS ETF Acc	2009-06-22	5581	15.29041095890411	Long-only	Luxembourg	EUR	False	False	Accumulating	0.14	Sampling	3083	True	381	2.41	0.71	1.92	5.08	3.15	9.85	-11.41	-12.37	7.34	-18.74	-3.69	4.88			5.43	7.37	6.35	1.81	-0.54	-0.41	-22.74	-3.69	-21.12	-22.74
LU1437017350	A2ATYY	10AF	34333479	Amundi Index MSCI Emerging Markets UCITS ETF DR (C)	2017-05-05	2707	7.416438356164384	Long-only	Luxembourg	EUR	False	True	Accumulating	0.18	Full replication	3070	False	1405	14.15	2.0	4.71	3.29	9.83	17.98	3.88	28.23	5.86	-15.29	5.02	8.18			13.66	14.87	16.69	1.31	0.09	0.31	-31.77	-10.41	-23.32	-31.77
IE00B945VV12	A1T8FS	VGEU	20973873	Vanguard FTSE Developed Europe UCITS ETF Distributing	2013-05-21	4152	11.375342465753425	Long-only	Ireland	EUR	False	True	Distributing	0.1	Full replication	3050	False	536	11.77	0.45	-0.53	2.08	3.88	19.24	26.53	53.46	16.51	-9.98	25.2	-2.56	2.93	3.39	10.23	14.16	17.28	1.88	0.58	0.52	-35.4	-7.0	-20.17	-35.4
IE00BFNM3J75	A2N6TD	SNAW	43695827	iShares MSCI World ESG Screened UCITS ETF USD (Acc)	2018-10-19	2175	5.958904109589041	Long-only	Ireland	USD	False	False	Accumulating	0.2	Optimized sampling	3042	True	1312	18.04	0.11	1.01	1.8	5.49	26.83	35.18	86.57	22.01	-14.69	32.43	7.77			11.88	15.72	18.63	2.25	0.67	0.71	-33.69	-9.17	-17.81	-33.69
LU0496786574	LYX0FS	LYPS	11127099	Amundi S&P 500 II UCITS ETF EUR Dist	2010-03-26	5304	14.531506849315068	Long-only	Luxembourg	EUR	False	False	Distributing	0.05	Swap based Unfunded	3019	False		20.49	0.23	1.06	1.28	6.6	28.94	43.2	104.95	21.87	-12.86	38.33	8.57	0.87	1.1	13.04	17.37	20.98	2.21	0.73	0.73	-33.59	-9.29	-17.19	-33.59
LU1829221024	LYX00F	LYMS	45423084	Amundi Nasdaq-100 II UCITS ETF Acc	2001-09-07	8426	23.084931506849315	Long-only	Luxembourg	EUR	False	False	Accumulating	0.22	Swap based Unfunded	3000	False		17.33	-0.53	0.67	-3.51	5.52	28.81	42.0	158.36	49.55	-28.15	36.9	36.13			18.06	23.58	25.49	1.59	0.53	0.82	-61.11	-14.68	-30.88	-30.88
IE00BJ38QD84	A1XFN1	ZPRR	23910183	SPDR Russell 2000 US Small Cap UCITS ETF	2014-06-30	3747	10.265753424657534	Long-only	Ireland	USD	False	True	Accumulating	0.3	Optimized sampling	2992	False	1801	8.84	-0.77	-0.84	5.08	0.71	18.75	5.59	51.64	12.22	-15.86	24.27	9.25			20.98	23.26	27.65	0.89	0.08	0.31	-42.3	-10.68	-25.6	-42.3
IE00BYVJRP78	A2AFCZ	QDVS	31605972	iShares MSCI EM SRI UCITS ETF	2016-07-11	3005	8.232876712328768	Long-only	Ireland	USD	False	False	Accumulating	0.25	Full replication	2986	True	230	12.86	1.43	5.49	7.24	11.97	14.31	-3.4	20.51	-1.41	-12.47	6.73	6.87			13.92	15.18	18.07	1.03	-0.08	0.21	-36.15	-9.06	-24.46	-36.15
IE00B67B7N93	A1JE9L	PJSB	12295266	PIMCO US Dollar Short Maturity UCITS ETF Dist	2011-02-22	4971	13.61917808219178	Long-only, Active	Ireland	USD	False	False	Distributing	0.35	Optimized sampling	2962	False	419	3.08	0.06	-0.45	-2.73	-0.69	0.32	13.28	8.72	2.06	5.44	8.23	-7.23	4.86	4.65	5.86	7.9	7.33	0.05	0.54	0.23	-15.33	-4.47	-11.81	-11.81
IE00BKS7L097	A2PX8A	5ESG	51992937	Invesco S&P 500 ESG UCITS ETF Acc	2020-03-09	1668	4.5698630136986305	Long-only	Ireland	USD	False	False	Accumulating	0.09	Swap based Unfunded	2945	True		19.41	-0.44	0.21	0.06	6.08	27.79	46.65		23.3	-12.76	42.52				13.26	18.4		2.09	0.74		-17.21	-9.62	-16.75	
FR0011550177	A1W4DQ	ESAP	22117222	BNP Paribas Easy S&P 500 UCITS ETF USD	2013-09-16	4034	11.052054794520547	Long-only	France	USD	False	False	Accumulating	0.12	Swap based Unfunded	2932	False		19.58	-0.53	0.59	0.74	5.85	27.95	41.89	103.99	21.78	-13.27	39.06	8.47			13.12	18.34	21.75	2.12	0.67	0.7	-33.67	-9.1	-17.04	-33.67
IE00BFNM3D14	A2N48D	SLMC	43694293	iShares MSCI Europe ESG Screened UCITS ETF EUR (Acc)	2018-10-19	2175	5.958904109589041	Long-only	Ireland	EUR	False	False	Accumulating	0.12	Optimized sampling	2923	True	385	11.63	0.12	-0.93	1.43	3.14	19.94	26.14	54.15	18.06	-11.96	25.81	-1.52			10.54	14.33	17.31	1.89	0.56	0.52	-34.68	-7.44	-20.95	-34.68
IE00BKX55T58	A12CX1	VGVE	25116456	Vanguard FTSE Developed World UCITS ETF Distributing	2014-09-30	3655	10.013698630136986	Long-only	Ireland	USD	False	True	Distributing	0.12	Optimized sampling	2908	False	2043	17.19	0.26	0.93	2.01	5.91	25.23	33.53	81.01	19.52	-12.98	31.1	6.37	1.52	1.87	11.24	15.04	17.9	2.24	0.67	0.7	-33.81	-8.76	-16.84	-33.81
IE00B5L8K969	A1C1H5	CEBL	11476346	iShares MSCI EM Asia UCITS ETF (Acc)	2010-08-06	5171	14.167123287671233	Long-only	Ireland	USD	False	True	Accumulating	0.2	Full replication	2903	False	1090	19.83	3.87	6.91	4.8	14.19	23.27	6.8	37.67	3.84	-15.09	1.48	16.8			15.07	16.72	18.09	1.54	0.13	0.36	-34.02	-11.19	-27.09	-32.71
DE000ETFL508	ETFL50	ELFW	43626772	Deka MSCI World UCITS ETF Distribution	2018-09-04	2220	6.082191780821918	Long-only	Germany	EUR	False	False	Distributing	0.31	Full replication	2886	False	1421	17.32	0.38	0.84	1.74	5.22	25.09	32.99	79.97	19.5	-13.58	31.47	5.41	1.12	1.38	11.04	14.09	17.34	2.27	0.71	0.72	-33.6	-9.15	-16.93	-33.6
IE00B14X4S71	A0J202	IUSU	2585461	iShares USD Treasury Bond 1-3yr UCITS ETF (Dist)	2006-06-02	6697	18.34794520547945	Long-only	Ireland	USD	False	True	Distributing	0.07	Sampling	2886	False	92	4.09	0.55	1.1	0.11	1.44	2.32	8.89	5.91	0.66	2.2	7.56	-5.58	4.28	4.19	6.14	8.25	7.56	0.38	0.35	0.15	-18.77	-3.39	-13.35	-13.35
IE00BK5BQV03	A2PLS9	VGVF	48525862	Vanguard FTSE Developed World UCITS ETF Acc	2019-09-24	1835	5.027397260273973	Long-only	Ireland	USD	False	True	Accumulating	0.12	Optimized sampling	2886	False	2043	16.47	-0.35	0.33	1.4	5.28	24.48	32.73	79.93	19.54	-12.98	31.08	6.39			11.28	15.0	17.87	2.16	0.66	0.7	-33.81	-8.77	-16.83	-33.81
FR0007054358	798328	LYSX	1189343	Amundi EURO STOXX 50 II UCITS ETF Acc	2001-02-19	8626	23.632876712328766	Long-only	France	EUR	False	False	Accumulating	0.24	Full replication	2875	False	52	12.34	0.24	-0.11	0.62	-0.52	21.99	33.81	60.5	22.77	-9.15	23.85	-2.83			13.19	18.8	21.14	1.66	0.54	0.47	-57.87	-9.72	-23.42	-38.17
IE00BYZK4552	A2ANH0	2B76	33305410	iShares Automation & Robotics UCITS ETF	2016-09-08	2946	8.07123287671233	Long-only	Ireland	USD	False	True	Accumulating	0.4	Optimized sampling	2873	True	150	1.18	0.42	-0.58	-1.88	-5.82	15.64	6.21	73.12	33.79	-30.59	31.99	26.27			17.1	21.28	21.93	0.91	0.1	0.53	-35.7	-15.79	-35.7	-35.7
IE00BCRY6557	A1W375	IS3M	22592993	iShares EUR Ultrashort Bond UCITS ETF EUR (Dist)	2013-10-16	4004	10.96986301369863	Long-only	Ireland	EUR	False	True	Distributing	0.09	Sampling	2865	False	610	3.27	0.21	0.51	1.22	2.1	4.41	6.38	6.2	3.46	-0.37	-0.36	0.09	3.66	3.69	0.37	0.42	0.45	12.05	5.0	2.71	-1.75	-0.08	-1.0	-1.39
IE00BHXMHL11	A2PEVA	4UBQ	47316252	UBS ETF (IE) S&P 500 ESG UCITS ETF USD A-Acc	2019-04-18	1994	5.463013698630137	Long-only	Ireland	USD	False	False	Accumulating	0.1	Full replication	2833	True	319	20.09	0.21	0.86	0.7	6.6	28.44	46.87	114.91	23.07	-12.88	42.28	9.12			13.3	18.37	21.49	2.13	0.74	0.77	-33.01	-9.61	-16.62	-33.01
GB00B00FHZ82	A0CANA	GG9B		Gold Bullion Securities	2004-03-31	7490	20.52054794520548	Long-only	Jersey	USD	False	False	Accumulating	0.4	Physically backed	2814	False		27.83	1.07	5.53	10.3	16.97	35.0	56.11	72.37	9.4	5.32	3.69	13.46			14.61	14.64	15.08	2.39	1.09	0.76	-37.55	-6.01	-11.92	-18.33
IE00B44Z5B48	A1JJTC	SPYY	12930745	SPDR MSCI ACWI UCITS ETF	2011-05-13	4891	13.4	Long-only	Ireland	USD	False	True	Accumulating	0.12	Optimized sampling	2810	False	2312	17.19	0.51	1.51	2.24	5.94	24.76	30.38	73.73	17.77	-13.24	28.48	5.92			10.99	14.35	17.28	2.25	0.64	0.67	-33.59	-8.85	-16.3	-33.59
