isin	wkn	ticker	valor	name	inception_date	age_in_days	age_in_years	strategy	domicile_country	currency	hedged	securities_lending	dividends	ter	replication	size	is_sustainable	number_of_holdings	yesterday	last_week	last_month	last_three_months	last_six_months	last_year	last_three_years	last_five_years	2023	2022	2021	2020	last_dividends	last_year_dividends	last_year_volatility	last_three_years_volatility	last_five_years_volatility	last_year_return_per_risk	last_three_years_return_per_risk	last_five_years_return_per_risk	max_drawdown	last_year_max_drawdown	last_three_years_max_drawdown	last_five_years_max_drawdown
IE00BJM0B415	A2PW7Y	SLUD	51637491	iShares MSCI EMU SRI UCITS ETF EUR (Dist)	2020-03-03	1674	4.586301369863014	Long-only	Ireland	EUR	False	False	Distributing	0.2	Full replication	4	True	65	14.37	4.04	2.96	4.83	5.98	25.35	15.69		15.37	-14.97	21.77		2.15	2.61	11.12	16.03		2.27	0.31		-26.09	-7.94	-25.17	
IE00BDR5H297	A2JHVX	GENG	41257431	UBS ETF (IE) Global Gender Equality UCITS ETF (hedged to GBP) A-acc	2018-06-07	2309	6.326027397260274	Long-only	Ireland	GBP	True	False	Accumulating	0.23	Full replication	4	True	104	17.89	-0.64	2.32	10.42	9.78	30.3	26.93	69.7	18.33	-14.5	27.35	0.4			12.15	16.21	19.87	2.49	0.51	0.56	-42.91	-7.04	-24.07	-42.91
LU1481201611	A2DHWH	QUED	35025343	BNP Paribas Easy ESG Quality Europe UCITS ETF	2017-01-31	2801	7.673972602739726	Long-only	Luxembourg	EUR	False	False	Distributing	0.32	Swap based Unfunded	4	True		7.04	0.58	0.03	2.43	3.09	16.65	13.22	44.31	20.86	-17.36	25.63	1.82	2.42	2.76	11.14	14.98	16.6	1.49	0.28	0.46	-33.36	-9.0	-27.16	-33.36
IE000WDG5795	A3ETCD	LITM	128911377	iShares Lithium & Battery Producers UCITS ETF USD (Acc)	2023-10-31	337	0.9232876712328767	Long-only	Ireland	USD	False	False	Accumulating	0.55	Optimized sampling	4	False	62	-12.2	7.86	9.75	5.28	-6.2																-27.69			
IE00BYTH5263	A3C9ES	SPF7	115579558	SPDR MSCI Emerging Markets Climate Paris Aligned UCITS ETF USD Unhedged (Acc)	2022-07-18	807	2.210958904109589	Long-only	Ireland	USD	False	False	Accumulating	0.23	Full replication	4	True	348	15.43	2.46	5.85	6.69	11.05	19.63			3.3						13.02			1.5			-16.41	-9.69		
DE000A3GN5J9	A3GN5J	ELTC	111198508	ETC Group Physical Litecoin	2021-03-22	1290	3.5342465753424657	Long-only	Germany	USD	False	False	Accumulating	2.0	Physically backed	4	False		-15.19	-0.73	4.79	-15.72	-30.58	-7.13	-61.4		5.39	-51.24					61.56	71.19		-0.12	-0.38		-87.08	-49.09	-82.38	
IE000Y6ZXZ48	DBX0TB	XG12	123426329	Xtrackers MSCI Global SDG 12 Circular Economy UCITS ETF 1C	2022-12-13	659	1.8054794520547945	Long-only	Ireland	USD	False	False	Accumulating	0.35	Full replication	4	True	269	1.11	1.11	3.89	7.18	2.94	6.99			-2.8						15.19			0.46			-22.02	-9.78		
IE000FP52WM7	A3DJQP	D6AT	119622198	Global X Disruptive Materials UCITS ETF USD Accumulating	2022-09-07	756	2.0712328767123287	Long-only	Ireland	USD	False	False	Accumulating	0.5	Full replication	4	False	45	3.8	10.65	15.67	5.39	5.01	-2.98			-22.48						24.29			-0.12			-44.2	-30.08		
IE00BLRPRQ96	A3CN9T	PMNT	114616294	Rize Digital Payments Economy UCITS ETF	2021-11-05	1062	2.9095890410958902	Long-only	Ireland	USD	False	False	Accumulating	0.45	Full replication	4	True	62	3.55	-0.57	-1.13	5.74	-4.11	17.45			17.77	-28.25					18.59			0.94			-40.09	-15.34		
IE000UCFZI88	A3D8NZ	SLXU	125504700	iShares Core GBP Corporate Bond UCITS ETF USD Hedged (Acc)	2023-03-22	560	1.5342465753424657	Long-only	Ireland	USD	True	True	Accumulating	0.25	Sampling	4	False		0.83	-0.41	0.0	-2.01	-1.41	3.83									7.26			0.53			-7.91	-3.56		
IE000K6PPGX7	A3DCVJ	M7ES		HANetf Sprott Energy Transition Materials UCITS ETF	2023-03-09	573	1.5698630136986302	Long-only	Ireland	USD	False	True	Accumulating	0.75	Full replication	4	True	77	-0.71	4.26	10.39	2.18	1.62	-8.6									26.18			-0.33			-37.4	-29.57		
IE000004V778	ETF145	WGES	131323838	Amundi MSCI World SRI Climate Net Zero Ambition PAB UCITS ETF UCITS ETF Dist	2024-02-01	244	0.6684931506849315	Long-only	Ireland	USD	False	False	Distributing	0.18	Full replication	4	True	324		0.05	0.97	2.27	2.98																-9.53			
IE0008RX29L5	A3DP7S	WDEY	119902311	Invesco Wind Energy UCITS ETF Acc	2022-09-07	756	2.0712328767123287	Long-only	Ireland	USD	False	False	Accumulating	0.6	Full replication	4	True	69	4.19	-0.24	1.44	0.71	1.93	15.26			-1.22						17.11			0.89			-32.02	-12.69		
JE00B78NNK09	A1NZLH	00XS		WisdomTree Wheat - EUR Daily Hedged	2012-07-06	4471	12.24931506849315	Long-only	Jersey	EUR	True	False	Accumulating	0.49	Swap based	4	False		-13.57	2.54	8.04	-3.2	-3.97	-3.2	-42.11	-23.17	-29.11	-5.28	11.5	7.47			27.84	36.18	32.26	-0.11	-0.46	-0.16	-82.54	-30.16	-69.48	-69.48
IE000WP7CVZ7	A3DSTK	WELV	121170937	Amundi S&P Global Materials ESG UCITS ETF DR EUR (D)	2022-09-20	743	2.0356164383561643	Long-only	Ireland	EUR	False	False	Distributing	0.18	Full replication	4	True	83	9.84	2.32	3.96	8.14	4.75	19.9			10.2				2.46	2.87	12.73			1.56			-11.36	-8.1		
IE00B5MTYL84	A0RPR6	SC03	10407789	Invesco European Food & Bev Sector UCITS ETF	2009-07-07	5566	15.24931506849315	Long-only	Ireland	EUR	False	False	Accumulating	0.2	Swap based Unfunded	4	False		0.88	1.87	1.07	4.57	0.94	4.0	-4.41	-5.64	-0.94	-13.48	21.66	-8.13			11.07	13.8	16.21	0.36	-0.11	-0.07	-32.21	-7.93	-20.8	-29.87
GB00BNRRB013	A3GVCY	CPYG		CoinShares Physical Staked Matic	2022-06-21	834	2.2849315068493152	Long-only	Jersey	USD	False	False	Accumulating	0.0	Physically backed	4	False		-56.6	7.69	3.28	-27.31	-61.86	-23.17			27.9						85.63			-0.27			-76.0	-71.67		
LU2090062782	LYX04Y	E15G	56651280	Amundi Euro Government Bond 15+Y UCITS ETF Dist	2020-09-24	1469	4.024657534246575	Long-only	Luxembourg	EUR	False	True	Distributing	0.15	Full replication	4	False	102	1.55	1.78	3.14	8.66	2.87	17.33	-28.86		10.19	-35.92	-8.28		2.11	2.42	12.68	16.34		1.36	-0.66		-46.01	-9.05	-43.54	
IE000VTOHNZ0	A3DHPA	THNZ	120611151	L&G Global Thematic ESG Exclusions UCITS ETF USD Accumulating	2022-09-01	762	2.0876712328767124	Long-only	Ireland	USD	False	False	Accumulating	0.6	Optimized sampling	4	True	359	5.5	1.54	1.64	3.74	2.53	11.05			8.58						14.58			0.76			-17.04	-9.92		
IE00BF2FNH52	A2PEPP	TRX3	131803028	Invesco US Treasury Bond 1-3 Year UCITS ETF Acc	2024-02-20	225	0.6164383561643836	Long-only	Ireland	USD	False	True	Accumulating	0.06	Sampling	4	False	96		0.72	1.29	0.27	1.67																-2.78			
IE000Z9UVQ99	A3DNYW	BATF	121772751	L&G Asia Pacific ex Japan ESG Exclusions Paris Aligned UCITS ETF USD Accumulating ETF	2022-10-20	713	1.9534246575342467	Long-only	Ireland	USD	False	False	Accumulating	0.16	Optimized sampling	4	True	117	12.69	3.1	6.01	11.53	12.16	19.42			-0.19						13.02			1.49			-17.72	-7.26		
LU2564007743	A3D3EW	CSE	123855960	CASE Invest Sustainable Future UCITS ETF (Acc)	2023-09-13	385	1.0547945205479452	Long-only, Active	Luxembourg	EUR	False	False	Accumulating	0.98	Full replication	4	True		13.03	-0.02	-1.66	-7.17	2.25	17.17									18.32			0.93			-15.6	-15.6		
DE000A3GXNV0	A3GXNV	VLNK		VanEck Chainlink ETN	2022-04-26	890	2.4383561643835616	Long-only	Liechtenstein	USD	False	False	Accumulating	1.5	Physically backed	4	False		-29.4	-0.52	3.55	-22.71	-42.72	39.01			178.5						85.81			0.45			-63.07	-60.0		
IE00BDB7J586	A2ALVG	XMVU	34357243	Xtrackers MSCI USA Minimum Volatility UCITS ETF 1D	2016-11-08	2885	7.904109589041096	Long-only	Ireland	USD	False	True	Distributing	0.2	Full replication	4	False	170	17.19	0.12	-0.21	5.4	6.48	21.73	34.17	51.17	6.13	-4.02	30.53	-3.67	1.31	1.57	10.1	15.48	19.09	2.15	0.66	0.45	-32.99	-4.15	-14.22	-32.99
IE000EKJRSZ3	A3DJRK	V3CE	118049893	Vanguard ESG USD Corporate Bond UCITS ETF EUR Hedged Accumulating	2022-11-15	687	1.8821917808219177	Long-only	Ireland	EUR	True	False	Accumulating	0.16	Sampling	4	True	1801	4.71	0.0	2.39	6.31	6.72	12.32			5.36						9.32			1.32			-11.86	-4.48		
IE00BDF16007	A2DHPT	EEIA	34173140	WisdomTree Europe Equity Income UCITS ETF Acc	2016-11-03	2890	7.917808219178082	Long-only	Ireland	EUR	False	False	Accumulating	0.29	Full replication	4	True	230	5.52	-0.73	-0.26	1.22	1.16	10.64	28.91	26.1	15.63	-0.44	18.87	-18.26			10.79	13.5	18.21	0.98	0.65	0.26	-39.68	-9.01	-16.6	-39.68
IE000I25S1V5	A400MK	BSE0	131766049	Invesco BulletShares 2030 EUR Corporate Bond UCITS ETF EUR Acc	2024-06-18	106	0.29041095890410956	Long-only	Ireland	EUR	False	True	Accumulating	0.1	Sampling	4	True	67		0.58	1.96	4.62																	-0.6			
DE000A3GSUC5	A3GSUC	VDOT	113558825	VanEck Polkadot ETN	2021-09-13	1115	3.0547945205479454	Long-only	Liechtenstein	USD	False	False	Accumulating	1.5	Physically backed	4	False		-50.61	-5.43	0.83	-34.05	-57.19	0.0	-86.01		92.97	-84.14					74.82	80.39		0.0	-0.6		-92.92	-65.65	-92.92	
IE00BL0BMG90	A2P2A8	AYED	54095499	iShares Global Government Bond Climate UCITS ETF USD (Dist)	2021-03-24	1288	3.5287671232876714	Long-only	Ireland	USD	False	False	Distributing	0.2	Sampling	4	True	705	1.52	0.56	1.14	3.67	2.49	6.91	-13.44		2.36	-17.09			1.76	1.85	8.13	10.19		0.85	-0.46		-21.83	-4.83	-21.83	
LU1169830012	A14MGV	CHEURD	26683594	UBS ETF (LU) MSCI Switzerland 20/35 UCITS ETF (hedged to EUR) A-dis	2020-06-24	1561	4.276712328767124	Long-only	Luxembourg	EUR	True	True	Distributing	0.23	Full replication	4	False	46	13.28	2.83	-0.33	2.9	6.65	16.25	10.61		7.24	-17.02	23.12		1.62	1.84	10.8	13.14		1.5	0.26		-22.22	-6.63	-22.22	
GB00B15KXW40	A0KRKV	OD7G		WisdomTree Gasoline	2006-09-27	6580	18.027397260273972	Long-only	Jersey	USD	False	False	Accumulating	0.49	Swap based	4	False		2.54	-0.07	-2.6	-14.19	-14.87	-11.87	70.79	102.26	2.13	55.31	81.98	-37.43			27.99	35.46	43.49	-0.42	0.55	0.35	-84.51	-25.25	-33.57	-73.61
LU1273489440	A14X36	JPSRU	30069006	UBS ETF (LU) MSCI Japan Socially Responsible UCITS ETF (hedged to USD) A-acc	2016-06-06	3040	8.32876712328767	Long-only	Luxembourg	USD	True	False	Accumulating	0.22	Full replication	4	True	60	22.08	5.64	4.14	-0.23	5.94	19.37	50.37	99.82	23.43	0.82	16.39	4.42			24.98	19.25	19.05	0.77	0.76	0.78	-28.2	-24.07	-24.07	-28.2
IE00BLB2GT26	A3DGQC	MODU	117607960	iShares Moderate Portfolio UCITS ETF USD Hedged (Acc)	2022-03-29	918	2.515068493150685	Long-only, Active	Ireland	USD	True	False	Accumulating	0.25	Full replication	4	True	14628	8.24	0.81	1.63	-0.99	2.04	10.64			7.71						8.61			1.23			-12.5	-4.76		
IE00BKWD3743	A2PVD3	TRDL	51381508	Invesco US Treasury Bond 10+ Year UCITS ETF Dist	2022-10-12	721	1.9753424657534246	Long-only	Ireland	USD	False	True	Distributing	0.06	Sampling	4	False	86	3.18	0.96	3.03	7.46	4.22	11.34			-0.66				4.33	4.62	15.33			0.74			-20.43	-8.51		
IE000RSCXLM4	A3EYJ9	JAUS	130740437	JPMorgan Active US Equity UCITS ETF USD (acc)	2024-01-18	258	0.7068493150684931	Long-only, Active	Ireland	USD	False	False	Accumulating	0.39	Full replication	4	True	82		0.11	0.94	0.94	7.07																-8.34			
IE00BLR6Q544	A2QKQ5	H3R0	59012689	Global X Video Games & Esports UCITS ETF Acc USD	2020-12-17	1385	3.7945205479452055	Long-only	Ireland	USD	False	True	Accumulating	0.5	Full replication	4	False	43	20.23	2.25	5.98	9.41	14.69	24.82	-10.45		1.52	-30.61	-1.36				17.6	20.06		1.41	-0.18		-47.78	-10.41	-41.75	
IE00BQQPV184	A3C9EU	SPF6	115597128	SPDR MSCI Japan Climate Paris Aligned UCITS ETF JPY Unhedged	2022-03-04	943	2.5835616438356164	Long-only	Ireland	JPY	False	False	Accumulating	0.12	Full replication	4	True	69	5.99	1.34	-1.19	6.68	-1.66	12.91			11.52						19.27			0.67			-16.41	-15.07		
IE00B8JDT196	A2P5DB	IGEM	55007298	iShares J.P. Morgan ESG USD EM Investment Grade Bond UCITS ETF USD (Dist)	2021-03-25	1287	3.526027397260274	Long-only	Ireland	USD	False	True	Distributing	0.3	Sampling	4	True	428	4.21	0.0	0.79	1.06	2.83	7.38	-4.45		3.05	-13.65			3.74	3.9	7.21	8.9		1.02	-0.17		-17.24	-3.32	-17.24	
BG9000011163	A2ARPV	BGX		Expat Bulgaria SOFIX UCITS ETF	2017-06-24	2657	7.279452054794521	Long-only	Bulgaria	BGN	False	False	Accumulating	1.3	Full replication	4	False	10	12.73	0.0	-3.13	-1.59	3.33	8.77	29.17	21.57	17.02	-7.84	30.77	-22.0			16.06	18.87	18.55	0.54	0.47	0.21	-48.53	-4.69	-16.98	-31.37
LU2555926455	A3D17C	EUPB	124050342	Ossiam Shiller Barclays CAPE Global Sector Value UCITS ETF 1C (EUR)	2022-12-21	651	1.7835616438356163	Long-only	Luxembourg	EUR	False	False	Accumulating	0.65	Swap based	4	False		17.58	1.22	3.86	7.36	8.19	24.42			12.63						9.62			2.53			-7.42	-6.19		
CH1135202096	A3GW2D	2UNI	113520209	21Shares Uniswap ETP	2022-01-31	975	2.671232876712329	Long-only	Switzerland	USD	False	False	Accumulating	2.5	Physically backed	4	False		-7.35	5.4	25.94	-24.47	-44.94	50.07			40.73						97.95			0.51			-68.65	-66.7		
IE000N42HDP2	A3DEWJ	LVLC	116822358	Invesco Quantitative Strategies Global Equity Low Volatility Low Carbon UCITS ETF Acc	2022-07-19	806	2.208219178082192	Long-only, Active	Ireland	USD	False	False	Accumulating	0.25	Full replication	4	True	360	18.01	0.16	0.65	4.58	6.21	22.71			9.66						9.43			2.4			-10.17	-6.3		
IE0000J0F3C5	A3C4QK	JRUE	114172276	JPMorgan USD Corporate Bond Research Enhanced Index (ESG) UCITS ETF EUR Hedged	2021-11-09	1058	2.8986301369863012	Long-only, Active	Ireland	EUR	True	False	Accumulating	0.19	Full replication	4	True	334	4.48	-0.04	2.32	6.55	5.1	12.68			6.01	-18.33					9.39			1.35			-23.34	-4.57		
IE00021E4FE3	A3DE9Q	ECMA	117069170	Invesco EUR Corporate Bond ESG Multi-Factor UCITS ETF Acc	2022-06-22	833	2.282191780821918	Long-only, Active	Ireland	EUR	False	False	Accumulating	0.19	Full replication	4	True	160	4.35	0.55	1.66	3.95	3.56	9.96			7.74						3.51			2.83			-8.75	-1.51		
IE000JL9SV51	A3EFLB	THFA		Tabula Global High Yield Fallen Angels Paris-aligned Climate UCITS ETF (USD) Acc	2023-06-21	469	1.284931506849315	Long-only	Ireland	USD	False	False	Accumulating	0.5	Full replication	4	True		2.38	-0.1	0.61	1.02	1.02	5.88									5.45			1.07			-2.44	-1.84		
CH1109575535	A3GRTM	XLME	110957553	21Shares Stellar ETP	2021-04-26	1255	3.4383561643835616	Long-only	Switzerland	USD	False	False	Accumulating	2.5	Physically backed	4	False		-28.02	0.98	3.53	1.48	-40.69	-22.45	-68.16		70.45	-72.61					58.09	70.23		-0.39	-0.45		-88.93	-46.9	-81.82	
JE00BN7KB771	A3G8J5	OD7J		WisdomTree Lean Hogs	2006-09-27	6580	18.027397260273972	Long-only	Jersey	USD	False	False	Accumulating	0.49	Swap based	4	False		14.95	-2.75	-2.34	8.89	-1.94	0.66	-6.34	-31.15	-25.91	18.1	34.22	-37.98			25.23	29.23	32.84	0.03	-0.07	-0.22	-92.76	-21.85	-44.79	-62.91
IE0003UH9270	A3EV92	UGRW	129778744	WisdomTree UK Quality Dividend Growth UCITS ETF GBP	2023-11-13	324	0.8876712328767123	Long-only	Ireland	GBP	False	False	Distributing	0.29	Full replication	4	True	94	16.03	0.47	0.97	5.62	7.63																-6.84			
IE000RN036E0	A3DGK2	FTGT	117184857	First Trust Alerian Disruptive Technology Real Estate UCITS ETF Acc	2022-03-31	916	2.5095890410958903	Long-only	Ireland	USD	False	False	Accumulating	0.6	Full replication	4	False	26	2.45	-0.61	2.99	12.31	4.58	12.63			9.24						16.94			0.74			-32.23	-13.01		
LU2469335611	A3DKJ8	AHYB	118354899	Amundi Global Aggregate SRI UCITS ETF DR Hedged USD (C)	2022-06-01	854	2.33972602739726	Long-only	Luxembourg	USD	True	False	Accumulating	0.16	Sampling	4	True	2862	3.2	0.27	1.12	1.4	1.29	5.04			3.42						6.7			0.75			-12.57	-2.69		
LU2662649412	DBX0UW	XUTL	130854635	Xtrackers II US Treasuries 10+ UCITS ETF 1D	2023-12-06	301	0.8246575342465754	Long-only	Luxembourg	USD	False	True	Distributing	0.06	Sampling	4	False	84	3.26	1.12	3.25	7.51	4.16																-8.48			
IE0000MOWF88	A3DJRL	V3SP	118049894	Vanguard ESG USD Corporate Bond UCITS ETF GBP Hedged Accumulating	2022-11-15	687	1.8821917808219177	Long-only	Ireland	GBP	True	False	Accumulating	0.16	Sampling	4	True	1801	9.95	0.15	3.63	8.73	10.31	18.51			9.49						9.88			1.87			-8.02	-4.25		
IE0003ZXNJY5	A3C5HP	WOOE	114350018	iShares Global Timber & Forestry UCITS ETF USD (Acc)	2021-11-03	1064	2.915068493150685	Long-only	Ireland	USD	False	True	Accumulating	0.65	Full replication	4	False	33	6.42	3.11	4.99	5.33	0.45	13.01			9.68	-14.24					13.97			0.93			-26.63	-10.0		
IE00BLR6QB00	A2QKQ1	DDOC	59016023	Global X Telemedicine & Digital Health UCITS ETF Acc USD	2020-12-17	1385	3.7945205479452055	Long-only	Ireland	USD	False	True	Accumulating	0.68	Full replication	4	False	40	-3.28	2.02	4.28	9.95	0.57	2.46	-42.05		-16.17	-25.15	-7.1				22.75	26.01		0.11	-0.64		-59.56	-14.8	-53.31	
GB00B15KYC19	A0KRLF	OD72		WisdomTree Petroleum	2006-09-27	6580	18.027397260273972	Long-only	Jersey	USD	False	False	Accumulating	0.49	Swap based	3	False		3.88	-0.18	-2.94	-14.81	-12.33	-15.92	54.87	56.02	-5.31	52.54	74.65	-45.97			26.37	34.29	39.73	-0.6	0.46	0.23	-92.57	-22.65	-36.1	-71.03
LU2385068163	DBX0RH	XZWG	114897328	Xtrackers II ESG Global Government Bond UCITS ETF 1D	2021-12-07	1030	2.8219178082191783	Long-only	Luxembourg	EUR	False	False	Distributing	0.2	Optimized sampling	3	True	1016	2.38	0.85	1.88	4.59	2.97	7.76			3.01	-16.8			2.41	2.54	5.39			1.44			-20.36	-3.29		
IE000ZPUEP93	A3CSB1	1J70	112129342	iShares S&P U.S. Banks UCITS ETF USD (Dist)	2021-06-25	1195	3.2739726027397262	Long-only	Ireland	USD	False	True	Distributing	0.35	Full replication	3	False	40	14.14	-1.51	-1.75	7.99	4.26	38.48	-5.49		-7.3	-13.63			2.51	3.34	23.26	28.04		1.65	-0.07		-47.67	-11.78	-47.67	
GB00BNRRG624	A3GYRG	CIWP		CoinShares Physical Uniswap	2022-05-04	882	2.4164383561643836	Long-only	Jersey	USD	False	False	Accumulating	1.5	Physically backed	3	False		-7.46	5.08	21.57	-25.3	-45.13	51.22			42.55						95.37			0.54			-67.13	-67.13		
LU1681044050	A2H57K	XAME	38785018	Amundi MSCI China Tech ESG Screened UCITS ETF USD Acc	2010-06-17	5221	14.304109589041095	Long-only	Luxembourg	USD	False	False	Accumulating	0.55	Full replication	3	True	97	-6.22	11.52	10.92	4.69	-0.61	-14.32	-22.16	-22.41	-14.25	-3.27	4.5	-9.93			25.39	23.3	22.41	-0.56	-0.34	-0.22	-50.79	-27.44	-39.54	-39.54
GB00B15KXY63	A0KRKX	OD7I		WisdomTree Heating Oil	2006-09-27	6580	18.027397260273972	Long-only	Jersey	USD	False	False	Accumulating	0.49	Swap based	3	False		-5.17	1.18	-3.18	-18.44	-17.55	-25.01	79.22	78.38	-7.82	103.68	69.76	-44.1			27.16	38.3	38.68	-0.92	0.56	0.32	-87.24	-29.54	-40.65	-64.29
IE00BLCHJH52	A2QPB6	R4RU	113662037	Global X Renewable Energy Producers UCITS ETF USD Accumulating	2021-12-07	1030	2.8219178082191783	Long-only	Ireland	USD	False	False	Accumulating	0.5	Full replication	3	False	31	-7.01	0.52	-0.1	4.42	5.56	1.89			-17.84	-4.59					19.23			0.1			-44.45	-15.34		
CH1146882316	A3GVVU	ALC0	114688231	21Shares Algorand ETP	2021-11-22	1045	2.863013698630137	Long-only	Switzerland	USD	False	False	Accumulating	2.5	Physically backed	3	False		-47.58	-3.25	2.59	-15.0	-61.24	19.0			38.41	-90.12					87.22			0.22			-95.4	-66.45		
IE000W8RYVC0	A40BZQ	EXCD	134588379	iShares MSCI EM ex-China UCITS ETF USD (Dist)	2024-05-08	147	0.40273972602739727	Long-only	Ireland	USD	False	False	Distributing	0.18	Full replication	3	False	676		2.7	2.48	2.06																	-11.35			
IE000YUAPTQ0	A3DRNS	KARS		KraneShares Electric Vehicles & Future Mobility ESG Screened UCITS ETF USD	2022-05-25	861	2.3589041095890413	Long-only	Ireland	USD	False	False	Accumulating	0.72	Full replication	3	True	66	-11.75	11.97	18.77	12.55	-1.17	-19.14			-10.74						22.89			-0.83			-57.04	-36.64		
IE000O8KMPM1	A3CY21	WRNA	115306737	WisdomTree BioRevolution UCITS ETF USD Acc	2021-12-03	1034	2.8328767123287673	Long-only	Ireland	USD	False	False	Accumulating	0.45	Full replication	3	True	89	-4.26	-1.26	-4.26	0.32	-8.55	3.15			-6.11	-21.49					24.08			0.13			-40.39	-14.94		
IE000KD0BZ68	DBX0R2	XGEN	120065641	Xtrackers MSCI Genomic Healthcare Innovation UCITS ETF 1C	2022-07-12	813	2.2273972602739724	Long-only	Ireland	USD	False	True	Accumulating	0.3	Full replication	3	True	97	6.11	0.81	-1.79	4.55	0.35	9.7			-7.06						16.68			0.58			-32.46	-9.73		
DE000PZ9REB6	PZ9REB	B4NY		BNPP RICI Enhanced Brent Crude Oil (ER) Index EUR Hedge ETC	2019-08-07	1883	5.158904109589041	Long-only	Netherlands	EUR	True	False	Accumulating	1.2	Swap based	3	False		3.81	0.66	-1.31	-9.65	-6.13	-5.79			0.21						22.32			-0.26			-29.36	-17.11		
IE000UJC4MR1	A3EC3G	FWSD	126528728	Invesco FTSE All-World UCITS ETF GBP PfHdg Dist	2023-06-26	464	1.2712328767123289	Long-only	Ireland	GBP	True	True	Distributing	0.2	Sampling	3	False	2643	22.38	0.13	2.53	5.64	10.19	33.79							1.45	1.91	12.47			2.7			-10.69	-10.69		
GB00BLBDZV05	A3GWV4	BT0Y	117546578	Global X Bitcoin ETP	2022-03-08	939	2.5726027397260274	Long-only	Jersey	USD	False	False	Accumulating	0.0	Physically backed	3	False		44.74	-0.64	5.84	-3.6	-13.33	120.51			149.71						49.07			2.45			-64.73	-26.38		
IE000IM4K4K2	A3DRF9	FLRA	120773002	Franklin AI Metaverse and Blockchain UCITS ETF	2022-09-06	757	2.073972602739726	Long-only	Ireland	USD	False	False	Accumulating	0.3	Full replication	3	False	75	1.62	-1.42	-0.99	-9.09	-8.17	30.53			70.14						23.84			1.28			-28.47	-19.16		
JE00B6SV8B36	A1RX1N	OOEC		WisdomTree Broad Commodities Ex-Agriculture and Livestock	2012-11-29	4325	11.849315068493151	Long-only	Jersey	USD	False	False	Accumulating	0.49	Swap based	3	False		9.12	1.63	4.87	-3.11	3.58	-1.0	13.83	34.97	-13.33	22.72	37.6	-16.35			15.73	21.27	20.32	-0.06	0.21	0.3	-54.7	-14.22	-34.05	-34.05
IE000HLUHPT1	A3DNYY	BATG	121779938	L&G Japan ESG Exclusions Paris Aligned UCITS ETF USD Accumulating ETF	2022-10-20	713	1.9534246575342467	Long-only	Ireland	USD	False	False	Accumulating	0.16	Optimized sampling	3	True	199	11.65	1.0	-0.98	4.29	0.54	17.23			12.43						22.49			0.76			-15.88	-15.88		
IE0004OYBZA6	A406Q0	IT27	133322597	iShares iBonds Dec 2027 Term USD Treasury UCITS ETF USD (Acc)	2024-06-26	98	0.2684931506849315	Long-only	Ireland	USD	False	False	Accumulating	0.1	Sampling	3	False	35		-0.12	0.58	0.27																	-2.81			
LU2244386137	A2QMK3	ASRG	110042170	BNP Paribas Easy EUR High Yield SRI Fossil Free UCITS ETF Dis	2021-02-18	1322	3.621917808219178	Long-only	Luxembourg	EUR	False	False	Distributing	0.25	Full replication	3	True	327	5.91	0.44	1.21	3.48	4.11	11.95	3.75		10.04	-10.53			6.07	6.39	2.73	4.41		4.37	0.28		-16.56	-1.06	-15.99	
IE00053WDH64	A3DP7T	HYDE	119902134	Invesco Hydrogen Economy UCITS ETF Acc	2022-09-07	756	2.0712328767123287	Long-only	Ireland	USD	False	False	Accumulating	0.6	Full replication	3	True	60	-11.73	1.94	2.6	-2.77	-6.51	-10.48			-9.37						19.59			-0.53			-41.53	-19.89		
IE0002UMVXQ1	A3D5KV	JSUD	124719397	JPMorgan US Research Enhanced Index Equity SRI Paris Aligned UCITS ETF USD (dist)	2023-08-09	420	1.1506849315068493	Long-only, Active	Ireland	USD	False	False	Distributing	0.2	Optimized sampling	3	True	150	18.52	-0.17	1.08	2.26	6.57	29.88							0.36	0.47	13.79			2.16			-8.8	-8.8		
LU1602145200	A2DR4L	SMRG	36815452	Amundi Index Equity Global Multi Smart Allocation Scientific Beta UCITS ETF DR USD	2014-05-27	3781	10.35890410958904	Long-only	Luxembourg	USD	False	True	Accumulating	0.4	Full replication	3	False	1085	12.84	-0.26	0.31	3.2	3.33	19.31	22.55	44.94	9.6	-9.41	29.04	-2.71			10.33	13.99	17.53	1.86	0.5	0.44	-36.6	-6.43	-14.47	-36.6
IE00BNDS1X14	A2QL83	V3GD	59341102	Vanguard ESG Global Corporate Bond UCITS ETF USD Hedged Distributing	2021-05-20	1231	3.372602739726027	Long-only	Ireland	USD	True	False	Distributing	0.15	Sampling	3	True	4073	4.64	0.25	1.58	1.86	2.75	7.66	3.16		5.35	-8.43			4.33	4.47	7.32	9.69		1.04	0.11		-11.51	-2.49	-11.51	
LU2523866379	DBX0S8	XBUS	122388144	Xtrackers II Germany Government Bond UCITS ETF 2C - USD Hedged	2022-10-13	720	1.9726027397260273	Long-only	Luxembourg	USD	True	True	Accumulating	0.2	Sampling	3	False	66	2.61	0.8	1.78	1.94	1.29	5.18			3.89						7.83			0.66			-12.5	-3.66		
